"temperature_C","rr_cumulative","rr_low_95","rr_high_95"
14.5,1.06618615326751,1.02264602943479,1.11158003913402
14.6,1.06504506293639,1.0216894623484,1.11024046727261
14.7,1.06391071068989,1.02074095725225,1.10890622373738
14.8,1.06278318578861,1.01980071982678,1.10757727273113
14.9,1.06166257716134,1.01886895727415,1.10625357627967
15,1.06054897341153,1.01794587826097,1.10493509431539
15.1,1.05944246282376,1.0170316928616,1.10362178476066
15.2,1.05834313337039,1.01612661250231,1.1023136036108
15.3,1.05725107271818,1.01523084990624,1.10101050501664
15.4,1.05616636823505,1.01434461903948,1.09971244136643
15.5,1.0550891069969,1.01346813505828,1.09841936336707
15.6,1.05401937579452,1.01260161425752,1.09713122012437
15.7,1.05295726114047,1.01174527402056,1.09584795922251
15.8,1.05190284927623,1.0108993327706,1.09456952680227
15.9,1.0508562261792,1.0100640099236,1.09329586763824
16,1.04981747756993,1.00923952584287,1.09202692521467
16.1,1.0487866889194,1.00842610179537,1.09076264180012
16.2,1.04776394545625,1.00762395990992,1.08950295852055
16.3,1.04674933217428,1.0068333231372,1.08824781543111
16.4,1.04574293383982,1.00605441521171,1.08699715158626
16.5,1.04474483499934,1.00528746061582,1.08575090510845
16.6,1.04375511998702,1.0045326845457,1.08450901325505
16.7,1.04277387293242,1.00379031287952,1.08327141248373
16.8,1.04180117776829,1.00306057214759,1.08203803851607
16.9,1.04083711823829,1.00234368950475,1.08080882639951
17,1.03988177790498,1.00163989270491,1.07958371056754
17.1,1.03893524015774,1.0009494100777,1.07836262489814
17.2,1.0379975882208,1.0002724705074,1.07714550277051
17.3,1.03706890516134,0.999609303414011,1.07593227711998
17.4,1.03614927389771,0.998960138736477,1.0747228804912
17.5,1.03523877720762,0.998325206918164,1.07351724508964
17.6,1.0343374977365,0.997704738894459,1.07231530283128
17.7,1.03344551800588,0.997098966082536,1.07111698539064
17.8,1.03256292042185,0.996508120373251,1.06992222424715
17.9,1.03168978728358,0.995932434125145,1.06873095072983
18,1.03082620079196,0.99537214016052,1.06754309606035
