"cluster","period","temperature_c","or_cumulative","or_low_95","or_high_95","centering_temp_c","temp_lower_bound_c","temp_upper_bound_c"
"cluster_1","2022-2025",12.8305584415584,1.07257447723067,0.979106127249859,1.17496559074549,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",13.1630923520924,1.06685304273543,0.974725408056556,1.16768825905871,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",13.4956262626263,1.06153239576832,0.97091605243875,1.16060603224677,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",13.8281601731602,1.05659177172964,0.967660109498765,1.1536965935953,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",14.1606940836941,1.05201110596693,0.964936884704282,1.14694275306611,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",14.493227994228,1.04777097269229,0.962723597948719,1.14033146539224,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",14.8257619047619,1.04385252800693,0.960995888615875,1.13385303010594,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",15.1582958152958,1.04023745677772,0.959728200152421,1.12750043846949,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",15.4908297258297,1.03690792313651,0.958894071242621,1.12126883803751,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",15.8233636363636,1.03384652439623,0.958466355824665,1.11515509074549,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",16.1558975468976,1.03103624819987,0.958417390080392,1.10915740480555,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",16.4884314574315,1.02846043273803,0.958719121187476,1.10327502428196,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",16.8209653679654,1.02610272988893,0.959343209982653,1.09750796308295,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",17.1534992784993,1.02394707115179,0.960261117653729,1.09185677233513,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",17.4860331890332,1.02197763625921,0.961444185060325,1.08632233180384,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",17.8185670995671,1.02017882436872,0.962863712188582,1.08090565727594,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",18.151101010101,1.01853522774572,0.964491044492645,1.07560771671524,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",18.4836349206349,1.0170316078622,0.966297672392343,1.07042924860818,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",18.8161688311688,1.01565287384551,0.968255349910829,1.06537057631093,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",19.1487027417028,1.01438406322118,0.970336238271743,1.06043141246565,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",19.4812366522367,1.01321032490194,0.972513080141754,1.0556106477645,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",19.8137705627706,1.01211690438257,0.974759409984376,1.05090611862201,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",20.1463044733045,1.01108913110676,0.977049805529672,1.04631434882485,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",20.4788383838384,1.01011240797739,0.97936018445745,1.04183026116702,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",20.8113722943723,1.00917220298679,0.981668148779596,1.03744685670745,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",21.1439062049062,1.00825404294683,0.983953376784432,1.03315486191106,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",21.4764401154401,1.00734350930206,0.986198058455065,1.02894234787143,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",21.808974025974,1.00642623601084,0.988387364742217,1.02479433131476,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",22.141507936508,1.00548790948099,0.990509933905367,1.02069237420596,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",22.4740418470419,1.00451427054669,0.992558349665693,1.01661420718671,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",22.8065757575758,1.00349111847309,0.994529577069322,1.01253341084312,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",23.1391096681097,1.00240431697393,0.996425314415718,1.00841919625172,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",23.4716435786436,1.00123980222531,0.998252215730259,1.00423633002089,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",23.8041774891775,0.999983592856191,0.9999452464916,1.00002194069131,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",24.1367113997114,0.998621801892506,0.995502378826166,1.0017509997223,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",24.4692453102453,0.997140650627411,0.990860721027376,1.00346038149814,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",24.8017792207792,0.995526484385249,0.985970606730729,1.0051749761574,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",25.1343131313131,0.993765790140864,0.980780662814544,1.00692283514264,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",25.4668470418471,0.991845215949467,0.97523887290473,1.00873433138667,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",25.799380952381,0.989751592135031,0.969293673483865,1.01064129575188,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",26.1319148629149,0.987471954177398,0.96289500645423,1.01267620431188,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",26.4644487734488,0.984993567229815,0.955995265595522,1.01487147729726,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",26.7969826839827,0.982304118775394,0.948550884735662,1.01725842787233,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",27.1295165945166,0.979406660853934,0.940595445346527,1.01981931984761,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",27.4620505050505,0.976331201174709,0.9323038901196,1.02243766704113,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",27.7945844155844,0.973110269472207,0.923873890807992,1.02497062204464,23.8,3.85214285714286,36.773
"cluster_1","2022-2025",28.1271183261183,0.969776062812389,0.915500591831672,1.02726925618068,23.8,3.85214285714286,36.773
